seed,method,price,error,acceptance_rate,time,iat,ess
42,RWMH,10.759077745844793,0.3084941736592288,0.5921,0.8678293228149414,10.0,2000.0
42,MTM-K2,10.274955401319788,0.1756281708657763,0.7215,34.369473457336426,6.0,3333.3333333333335
42,MTM-K4,10.357254506877592,0.09332906530797302,0.80395,27.15001630783081,5.0,4000.0
42,MTM-K8,10.574052295185146,0.123468722999581,0.84975,50.54828500747681,5.0,4000.0
